Vigneto_IdVigneto,Codice,NomeVigneto,Infection,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09
13046,TIACSV01,CabSau - Moraro,Oidium,28%,40%,26%,28%,19%,21%,21%
13046,TIACSV01,CabSau - Moraro,Peronospora,72%,60%,74%,72%,81%,79%,79%
13064,VRSMER06,Mer - Cantina Giasbana,Oidium,42%,40%,48%,44%,43%,34%,33%
13064,VRSMER06,Mer - Cantina Giasbana,Peronospora,58%,60%,52%,56%,57%,66%,67%
13067,VRSPB01,Pb - Giasbana,Oidium,41%,39%,47%,43%,42%,32%,32%
13067,VRSPB01,Pb - Giasbana,Peronospora,59%,61%,53%,57%,58%,68%,68%
13069,VRSPG05,Pg - Silvoz Mossa,Oidium,49%,40%,48%,43%,41%,32%,33%
13069,VRSPG05,Pg - Silvoz Mossa,Peronospora,51%,60%,52%,57%,59%,68%,67%
13092,VRSCHA06,Pg - Gradisciutta Giasbana,Oidium,18%,19%,23%,27%,16%,29%,27%
13092,VRSCHA06,Pg - Gradisciutta Giasbana,Peronospora,82%,81%,77%,73%,84%,71%,73%
13097,VRSCHA03,Cha - Collina Basso Giasbana,Oidium,28%,37%,31%,27%,31%,26%,29%
13097,VRSCHA03,Cha - Collina Basso Giasbana,Peronospora,72%,63%,69%,73%,69%,74%,71%
13102,VRSSV07,Sau - Collina Giasbana,Oidium,33%,31%,47%,39%,32%,32%,34%
13102,VRSSV07,Sau - Collina Giasbana,Peronospora,67%,69%,53%,61%,68%,68%,66%
13108,VRSPG07,Pg - Nuovo Capannone Mossa,Oidium,42%,45%,54%,47%,37%,38%,33%
13108,VRSPG07,Pg - Nuovo Capannone Mossa,Peronospora,58%,55%,46%,53%,63%,62%,67%
13125,VRSMER01,Pg - Pezzo Grande Mossa,Oidium,23%,28%,37%,31%,20%,27%,31%
13125,VRSMER01,Pg - Pezzo Grande Mossa,Peronospora,77%,72%,63%,69%,80%,73%,69%
13136,CENCF01,Cf-Piano,Oidium,20%,26%,43%,29%,14%,23%,32%
13136,CENCF01,Cf-Piano,Peronospora,80%,74%,57%,71%,86%,77%,68%
13154,CENSV02,Sv-Piano1,Oidium,20%,26%,44%,30%,12%,22%,32%
13154,CENSV02,Sv-Piano1,Peronospora,80%,74%,56%,70%,88%,78%,68%
13161,VRSPG02,Sau - Pezzo Grande Mossa,Oidium,24%,30%,45%,31%,14%,26%,34%
13161,VRSPG02,Sau - Pezzo Grande Mossa,Peronospora,76%,70%,55%,69%,86%,74%,66%
13162,CENIM01,IncM-Piano,Oidium,20%,26%,44%,30%,12%,22%,32%
13162,CENIM01,IncM-Piano,Peronospora,80%,74%,56%,70%,88%,78%,68%
13180,VRSMR02,Mer - Mossa,Oidium,41%,40%,48%,44%,43%,34%,33%
13180,VRSMR02,Mer - Mossa,Peronospora,59%,60%,52%,56%,57%,66%,67%
13205,VRSPG01,Pg - Mossa,Oidium,41%,39%,46%,43%,41%,33%,32%
13205,VRSPG01,Pg - Mossa,Peronospora,59%,61%,54%,57%,59%,67%,68%
13220,VRSMR03,Mer - Vecchio Mossa,Oidium,41%,39%,47%,43%,41%,33%,32%
13220,VRSMR03,Mer - Vecchio Mossa,Peronospora,59%,61%,53%,57%,59%,67%,68%
13228,VRSCHA01,Cha - Vecchio Mossa,Oidium,41%,39%,46%,43%,41%,33%,32%
13228,VRSCHA01,Cha - Vecchio Mossa,Peronospora,59%,61%,54%,57%,59%,67%,68%
13246,VRSCS01,CabSau - Mossa,Oidium,26%,34%,29%,28%,28%,28%,31%
13246,VRSCS01,CabSau - Mossa,Peronospora,74%,66%,71%,72%,72%,72%,69%
13254,VRSRF01,Ref - Mossa 01,Oidium,65%,60%,64%,61%,50%,43%,41%
13254,VRSRF01,Ref - Mossa 01,Peronospora,35%,40%,36%,39%,50%,57%,59%
13274,VRSSCH01,Sch - Mossa,Oidium,49%,50%,52%,48%,44%,39%,44%
13274,VRSSCH01,Sch - Mossa,Peronospora,51%,50%,48%,52%,56%,61%,56%
13284,VRSPG05,Pg - Nuovo Mossa,Oidium,47%,53%,61%,59%,55%,48%,38%
13284,VRSPG05,Pg - Nuovo Mossa,Peronospora,53%,47%,39%,41%,45%,52%,62%
13321,VRSPG06,Pg - Collina Giasbana,Oidium,10%,22%,28%,24%,14%,15%,17%
13321,VRSPG06,Pg - Collina Giasbana,Peronospora,90%,78%,72%,76%,86%,85%,83%
13406,VRSSV02,Sau - Capannone Mossa,Oidium,31%,40%,40%,29%,23%,26%,32%
13406,VRSSV02,Sau - Capannone Mossa,Peronospora,69%,60%,60%,71%,77%,74%,68%
13428,VRSPG03,Ref - Mossa,Oidium,47%,49%,44%,39%,43%,32%,34%
13428,VRSPG03,Ref - Mossa,Peronospora,53%,51%,56%,61%,57%,68%,66%
13523,VRSFR03,ToFr - Barbais,Oidium,16%,22%,30%,26%,20%,27%,40%
13523,VRSFR03,ToFr - Barbais,Peronospora,84%,78%,70%,74%,80%,73%,60%
13621,VRSPG05,Pg - Capannone Mossa,Oidium,28%,32%,34%,25%,22%,25%,31%
13621,VRSPG05,Pg - Capannone Mossa,Peronospora,72%,68%,66%,75%,78%,75%,69%
13625,CENPG01,Pg - Piano,Oidium,30%,31%,33%,24%,29%,31%,34%
13625,CENPG01,Pg - Piano,Peronospora,70%,69%,67%,76%,71%,69%,66%
13636,COMSV02,Sau - Bondio,Oidium,52%,45%,43%,47%,40%,36%,40%
13636,COMSV02,Sau - Bondio,Peronospora,48%,55%,57%,53%,60%,64%,60%
13648,VRSMAL05,Mal-Barbais,Oidium,30%,32%,31%,35%,32%,31%,23%
13648,VRSMAL05,Mal-Barbais,Peronospora,70%,68%,69%,65%,68%,69%,77%
13670,VRSFR03,ToFr-Palazzo,Oidium,38%,33%,39%,37%,26%,35%,29%
13670,VRSFR03,ToFr-Palazzo,Peronospora,62%,67%,61%,63%,74%,65%,71%
13675,VRSCHA02,Ch-Palazzo,Oidium,31%,35%,32%,32%,37%,25%,32%
13675,VRSCHA02,Ch-Palazzo,Peronospora,69%,65%,68%,68%,63%,75%,68%
13676,VRSFR04,ToFr-Silvaner,Oidium,28%,34%,31%,37%,29%,30%,26%
13676,VRSFR04,ToFr-Silvaner,Peronospora,72%,66%,69%,63%,71%,70%,74%
13680,VRSMAL06,Mal-Palazzo,Oidium,29%,33%,30%,33%,31%,30%,21%
13680,VRSMAL06,Mal-Palazzo,Peronospora,71%,67%,70%,67%,69%,70%,79%
13681,VRSRB05,RibG - Barbais,Oidium,29%,32%,31%,35%,34%,29%,26%
13681,VRSRB05,RibG - Barbais,Peronospora,71%,68%,69%,65%,66%,71%,74%
13691,VRSPG06,Pg - Barbais,Oidium,27%,38%,31%,36%,31%,23%,17%
13691,VRSPG06,Pg - Barbais,Peronospora,73%,62%,69%,64%,69%,77%,83%
13692,VRSMER09,Mer-Piramide,Oidium,26%,42%,36%,35%,32%,20%,16%
13692,VRSMER09,Mer-Piramide,Peronospora,74%,58%,64%,65%,68%,80%,84%
13698,VRSCS04,Csv-Schioppetto,Oidium,29%,39%,31%,41%,37%,29%,24%
13698,VRSCS04,Csv-Schioppetto,Peronospora,71%,61%,69%,59%,63%,71%,76%
14248,VRSSV07,Sv-Mausoleo,Oidium,24%,26%,36%,34%,20%,31%,39%
14248,VRSSV07,Sv-Mausoleo,Peronospora,76%,74%,64%,66%,80%,69%,61%
15115,VRSSV09,Mer - Nuovo Mausoleo,Oidium,39%,34%,47%,44%,35%,30%,33%
15115,VRSSV09,Mer - Nuovo Mausoleo,Peronospora,61%,66%,53%,56%,65%,70%,67%
15185,VRSSV09,Cha - Silvaner,Oidium,29%,28%,28%,31%,24%,25%,32%
15185,VRSSV09,Cha - Silvaner,Peronospora,71%,72%,72%,69%,76%,75%,68%
15194,VRSCS05,CabSau - RUSSIZ,Oidium,32%,36%,38%,39%,36%,31%,38%
15194,VRSCS05,CabSau - RUSSIZ,Peronospora,68%,64%,62%,61%,64%,69%,62%
15199,VRSPB05,Cha - Pb Cantina Giasbana,Oidium,35%,36%,45%,42%,31%,24%,34%
15199,VRSPB05,Cha - Pb Cantina Giasbana,Peronospora,65%,64%,55%,58%,69%,76%,66%
15393,VRSSV10,Cha - Pb Schioppetto,Oidium,15%,32%,41%,25%,23%,26%,31%
15393,VRSSV10,Cha - Pb Schioppetto,Peronospora,85%,68%,59%,75%,77%,74%,69%
15408,VRSSV11,Sau - Schioppetto,Oidium,26%,31%,44%,35%,19%,23%,28%
15408,VRSSV11,Sau - Schioppetto,Peronospora,74%,69%,56%,65%,81%,77%,72%
15482,VRSSV12,Pg - Nini,Oidium,48%,41%,29%,37%,37%,37%,25%
15482,VRSSV12,Pg - Nini,Peronospora,52%,59%,71%,63%,63%,63%,75%
15494,VRSCHA05,Ch-Acquedotto,Oidium,47%,43%,31%,38%,39%,39%,24%
15494,VRSCHA05,Ch-Acquedotto,Peronospora,53%,57%,69%,62%,61%,61%,76%
15502,VRSFR06,ToFr - Vecchio barbais,Oidium,46%,40%,33%,29%,36%,37%,30%
15502,VRSFR06,ToFr - Vecchio barbais,Peronospora,54%,60%,67%,71%,64%,63%,70%
15516,VRSPN04,Sau - Sotto Acquedotto Schioppetto,Oidium,45%,38%,33%,30%,37%,34%,33%
15516,VRSPN04,Sau - Sotto Acquedotto Schioppetto,Peronospora,55%,62%,67%,70%,63%,66%,67%
15565,VRSFR08,ToFr-Anfiteatro,Oidium,35%,30%,24%,34%,32%,34%,24%
15565,VRSFR08,ToFr-Anfiteatro,Peronospora,65%,70%,76%,66%,68%,66%,76%
15617,GIGVER01,Ver-Storico,Oidium,43%,43%,46%,45%,50%,45%,46%
15617,GIGVER01,Ver-Storico,Peronospora,57%,57%,54%,55%,50%,55%,54%
15626,VRSSV12,Sau - Piramide,Oidium,44%,41%,30%,35%,35%,41%,36%
15626,VRSSV12,Sau - Piramide,Peronospora,56%,59%,70%,65%,65%,59%,64%
15637,VRSPN05,Pn-Piramide1,Oidium,39%,41%,48%,48%,49%,43%,44%
15637,VRSPN05,Pn-Piramide1,Peronospora,61%,59%,52%,52%,51%,57%,56%
15640,COMPING01,Pg - Bondio,Oidium,47%,46%,53%,53%,54%,48%,47%
15640,COMPING01,Pg - Bondio,Peronospora,53%,54%,47%,47%,46%,52%,53%
15641,GIGPING04,Pg-Baracca,Oidium,44%,49%,51%,49%,52%,52%,50%
15641,GIGPING04,Pg-Baracca,Peronospora,56%,51%,49%,51%,48%,48%,50%
15646,VRSFR10,ToFr-Piramide,Oidium,50%,35%,35%,33%,34%,42%,35%
15646,VRSFR10,ToFr-Piramide,Peronospora,50%,65%,65%,67%,66%,58%,65%
15654,VRSMR06,Mer-Mausoleo,Oidium,40%,45%,45%,43%,49%,43%,45%
15654,VRSMR06,Mer-Mausoleo,Peronospora,60%,55%,55%,57%,51%,57%,55%
15658,VRSFR12,ToFr-Piramide1,Oidium,48%,36%,35%,36%,30%,36%,36%
15658,VRSFR12,ToFr-Piramide1,Peronospora,52%,64%,65%,64%,70%,64%,64%
15699,COMMER01,Mer - Bondio,Oidium,22%,28%,32%,23%,22%,24%,38%
15699,COMMER01,Mer - Bondio,Peronospora,78%,72%,68%,77%,78%,76%,62%
15702,VRSSV13,Sv-Piramide1,Oidium,18%,28%,26%,22%,20%,10%,20%
15702,VRSSV13,Sv-Piramide1,Peronospora,82%,72%,74%,78%,80%,90%,80%
15707,VRSPG13,Pg - Vincenzo Mausoleo,Oidium,12%,26%,23%,18%,16%,13%,18%
15707,VRSPG13,Pg - Vincenzo Mausoleo,Peronospora,88%,74%,77%,82%,84%,87%,82%
15717,VRSRIB07,Rib-Tesa,Oidium,15%,24%,29%,24%,14%,17%,19%
15717,VRSRIB07,Rib-Tesa,Peronospora,85%,76%,71%,76%,86%,83%,81%
15718,VRSSV16,Sv-Silvaner,Oidium,12%,26%,22%,22%,19%,14%,16%
15718,VRSSV16,Sv-Silvaner,Peronospora,88%,74%,78%,78%,81%,86%,84%
15719,VRSFR12,ToFr-Piramide2,Oidium,17%,23%,27%,22%,17%,15%,20%
15719,VRSFR12,ToFr-Piramide2,Peronospora,83%,77%,73%,78%,83%,85%,80%
15727,VRSPB06,Pg - Silvaner,Oidium,14%,23%,22%,19%,13%,9%,17%
15727,VRSPB06,Pg - Silvaner,Peronospora,86%,77%,78%,81%,87%,91%,83%
15738,VRSPG14,Pg - Basso Giasbana,Oidium,46%,42%,29%,34%,34%,37%,35%
15738,VRSPG14,Pg - Basso Giasbana,Peronospora,54%,58%,71%,66%,66%,63%,65%
15746,GIGMER06,Mer-Baracca,Oidium,50%,38%,37%,36%,35%,41%,39%
15746,GIGMER06,Mer-Baracca,Peronospora,50%,62%,63%,64%,65%,59%,61%
15759,GIGREF03,Ref-Baracca,Oidium,49%,35%,34%,36%,30%,36%,36%
15759,GIGREF03,Ref-Baracca,Peronospora,51%,65%,66%,64%,70%,64%,64%
15767,GIGVER02,Ver-Baracca,Oidium,39%,35%,49%,45%,43%,43%,40%
15767,GIGVER02,Ver-Baracca,Peronospora,61%,65%,51%,55%,57%,57%,60%
15768,GIGPIC01,Pic-Baracca,Oidium,38%,35%,49%,45%,43%,43%,40%
15768,GIGPIC01,Pic-Baracca,Peronospora,62%,65%,51%,55%,57%,57%,60%
15779,GIGFRIU05,ToFr-Dietro Capannone,Oidium,45%,39%,27%,33%,33%,36%,33%
15779,GIGFRIU05,ToFr-Dietro Capannone,Peronospora,55%,61%,73%,67%,67%,64%,67%
15854,VRSMR07,Mer-Tesa,Oidium,29%,33%,28%,21%,21%,21%,21%
15854,VRSMR07,Mer-Tesa,Peronospora,71%,67%,72%,79%,79%,79%,79%
15943,VRSCS07,Csv-Tesa,Oidium,23%,28%,43%,37%,21%,28%,30%
15943,VRSCS07,Csv-Tesa,Peronospora,77%,72%,57%,63%,79%,72%,70%
15962,VRSSV17,Sv - Tesa,Oidium,24%,26%,40%,35%,33%,36%,33%
15962,VRSSV17,Sv - Tesa,Peronospora,76%,74%,60%,65%,67%,64%,67%
15968,COMSV03,Sv - Cacciatore,Oidium,20%,23%,38%,33%,29%,30%,29%
15968,COMSV03,Sv - Cacciatore,Peronospora,80%,77%,62%,67%,71%,70%,71%
15970,COMRIE01,Rie-Cacciatore,Oidium,20%,23%,38%,32%,29%,30%,29%
15970,COMRIE01,Rie-Cacciatore,Peronospora,80%,77%,62%,68%,71%,70%,71%
15972,VRSRIB14,Cha - Collina Alta Giasbana,Oidium,23%,26%,41%,31%,33%,35%,34%
15972,VRSRIB14,Cha - Collina Alta Giasbana,Peronospora,77%,74%,59%,69%,67%,65%,66%
15983,VRSSV18,Sv - Tesa R3,Oidium,22%,25%,39%,32%,30%,34%,32%
15983,VRSSV18,Sv - Tesa R3,Peronospora,78%,75%,61%,68%,70%,66%,68%
16026,GIGRIB01,RibG-Dietro Capannone,Oidium,39%,38%,39%,42%,37%,41%,37%
16026,GIGRIB01,RibG-Dietro Capannone,Peronospora,61%,62%,61%,58%,63%,59%,63%
16035,COMSV01,Sv-Sottocasa,Oidium,44%,42%,46%,48%,46%,58%,44%
16035,COMSV01,Sv-Sottocasa,Peronospora,56%,58%,54%,52%,54%,42%,56%
16193,GIGVER04,Ver-Lello,Oidium,42%,39%,33%,38%,38%,44%,38%
16193,GIGVER04,Ver-Lello,Peronospora,58%,61%,67%,62%,62%,56%,62%
16275,GIGFRI06,ToFr-Lello,Oidium,42%,38%,36%,32%,29%,30%,32%
16275,GIGFRI06,ToFr-Lello,Peronospora,58%,62%,64%,68%,71%,70%,68%
16279,GIGMER07,Mer-Lello,Oidium,43%,33%,34%,33%,29%,32%,31%
16279,GIGMER07,Mer-Lello,Peronospora,57%,67%,66%,67%,71%,68%,69%
16295,GIGFRI07,ToFr-Cava,Oidium,41%,41%,44%,45%,49%,45%,41%
16295,GIGFRI07,ToFr-Cava,Peronospora,59%,59%,56%,55%,51%,55%,59%
16519,GIGFRI07,ToFr-Muinie  (suora),Oidium,43%,37%,27%,31%,33%,36%,34%
16519,GIGFRI07,ToFr-Muinie  (suora),Peronospora,57%,63%,73%,69%,67%,64%,66%
16567,GIGFRI08,ToFr-Nevio,Oidium,42%,41%,31%,35%,33%,42%,38%
16567,GIGFRI08,ToFr-Nevio,Peronospora,58%,59%,69%,65%,67%,58%,62%
16595,COMPIG01,Pig-Sottocasa,Oidium,25%,28%,37%,34%,29%,27%,27%
16595,COMPIG01,Pig-Sottocasa,Peronospora,75%,72%,63%,66%,71%,73%,73%
16713,GIGCABF04,Cf-Nevio,Oidium,36%,29%,33%,32%,41%,37%,32%
16713,GIGCABF04,Cf-Nevio,Peronospora,64%,71%,67%,68%,59%,63%,68%
16716,COMMAL01,Mal - Sottocasa,Oidium,32%,38%,43%,48%,43%,29%,29%
16716,COMMAL01,Mal - Sottocasa,Peronospora,68%,62%,57%,52%,57%,71%,71%
16718,COMMER02,Mer - Sottocasa,Oidium,33%,33%,43%,47%,42%,26%,27%
16718,COMMER02,Mer - Sottocasa,Peronospora,67%,67%,57%,53%,58%,74%,73%
16722,VRSSV19,Sau - Georgie,Oidium,36%,21%,41%,40%,40%,20%,21%
16722,VRSSV19,Sau - Georgie,Peronospora,64%,79%,59%,60%,60%,80%,79%
16725,COMPIC01,Pic - 2014 Sottocasa,Oidium,33%,34%,44%,48%,43%,25%,28%
16725,COMPIC01,Pic - 2014 Sottocasa,Peronospora,67%,66%,56%,52%,57%,75%,72%
16740,VRSPG16,Pg - Georgie,Oidium,35%,36%,34%,35%,27%,28%,37%
16740,VRSPG16,Pg - Georgie,Peronospora,65%,64%,66%,65%,73%,72%,63%
16764,GIGMER07,Mer-NevioNuovo,Oidium,42%,35%,39%,44%,43%,36%,42%
16764,GIGMER07,Mer-NevioNuovo,Peronospora,58%,65%,61%,56%,57%,64%,58%
16841,RSSRB06,CabFranc - Innesti,Oidium,39%,41%,34%,37%,27%,33%,35%
16841,RSSRB06,CabFranc - Innesti,Peronospora,61%,59%,66%,63%,73%,67%,65%
16842,RSSPG23,Mer - Spessa,Oidium,35%,34%,33%,28%,26%,31%,30%
16842,RSSPG23,Mer - Spessa,Peronospora,65%,66%,67%,72%,74%,69%,70%
16857,GIGPINB06,Pb-NevioNuovo,Oidium,31%,44%,45%,37%,29%,25%,26%
16857,GIGPINB06,Pb-NevioNuovo,Peronospora,69%,56%,55%,63%,71%,75%,74%
16859,GIGFRI07,ToFr-NevioNuovo,Oidium,28%,44%,45%,35%,25%,24%,22%
16859,GIGFRI07,ToFr-NevioNuovo,Peronospora,72%,56%,55%,65%,75%,76%,78%
16862,GIGPING07,Pg-MoraroCimitero,Oidium,28%,40%,26%,28%,20%,21%,21%
16862,GIGPING07,Pg-MoraroCimitero,Peronospora,72%,60%,74%,72%,80%,79%,79%
16863,GIGSCH08,Sch-MoraroVecchio,Oidium,28%,46%,40%,33%,26%,21%,24%
16863,GIGSCH08,Sch-MoraroVecchio,Peronospora,72%,54%,60%,67%,74%,79%,76%
16870,GIGREF04,Ref-MoraroVecchio,Oidium,35%,27%,30%,27%,23%,29%,32%
16870,GIGREF04,Ref-MoraroVecchio,Peronospora,65%,73%,70%,73%,77%,71%,68%
16875,GIGCABF05,Cf-MoraroVecchio,Oidium,40%,43%,47%,48%,48%,46%,42%
16875,GIGCABF05,Cf-MoraroVecchio,Peronospora,60%,57%,53%,52%,52%,54%,58%
16877,GIGREF07,Ref-MoraroNuovo,Oidium,45%,44%,38%,38%,41%,35%,30%
16877,GIGREF07,Ref-MoraroNuovo,Peronospora,55%,56%,62%,62%,59%,65%,70%
16892,GIGSCH05,Sch-MoraroNuovo,Oidium,50%,41%,44%,40%,36%,40%,39%
16892,GIGSCH05,Sch-MoraroNuovo,Peronospora,50%,59%,56%,60%,64%,60%,61%
16914,GIGCABF07,Cf-Montanovo,Oidium,31%,41%,45%,36%,28%,26%,28%
16914,GIGCABF07,Cf-Montanovo,Peronospora,69%,59%,55%,64%,72%,74%,72%
16932,GIGFRI08,ToFr-Montanovo,Oidium,25%,39%,27%,27%,22%,18%,21%
16932,GIGFRI08,ToFr-Montanovo,Peronospora,75%,61%,73%,73%,78%,82%,79%
16941,RSSRIB07,Rib - SF Rudere,Oidium,38%,36%,37%,39%,32%,29%,41%
16941,RSSRIB07,Rib - SF Rudere,Peronospora,62%,64%,63%,61%,68%,71%,59%
16975,GIGPING07,Pg-Montanovo,Oidium,29%,45%,44%,36%,27%,26%,25%
16975,GIGPING07,Pg-Montanovo,Peronospora,71%,55%,56%,64%,73%,74%,75%
17009,RSSFR09,ToFr - SanFloriano Rudere Alto,Oidium,32%,28%,38%,37%,30%,29%,29%
17009,RSSFR09,ToFr - SanFloriano Rudere Alto,Peronospora,68%,72%,62%,63%,70%,71%,71%
17021,RSSPB07,Sau - R3 Sopra,Oidium,46%,43%,42%,42%,36%,40%,36%
17021,RSSPB07,Sau - R3 Sopra,Peronospora,54%,57%,58%,58%,64%,60%,64%
17050,GIGMER08,Mer-Montanuovo,Oidium,49%,32%,35%,33%,33%,38%,34%
17050,GIGMER08,Mer-Montanuovo,Peronospora,51%,68%,65%,67%,67%,62%,66%
17099,RSSMAL08,Mal - Rudere,Oidium,26%,38%,33%,23%,21%,21%,22%
17099,RSSMAL08,Mal - Rudere,Peronospora,74%,62%,67%,77%,79%,79%,78%
17124,RSSPB09,Pb - Rudere Alto,Oidium,34%,33%,31%,26%,24%,30%,30%
17124,RSSPB09,Pb - Rudere Alto,Peronospora,66%,67%,69%,74%,76%,70%,70%
17139,GIGPINB05,Pb-Montanuovo,Oidium,47%,38%,31%,38%,33%,38%,34%
17139,GIGPINB05,Pb-Montanuovo,Peronospora,53%,62%,69%,62%,67%,62%,66%
17142,RSSFR10,ToFr - SanFloriano Rudere Basso,Oidium,37%,36%,43%,45%,39%,35%,38%
17142,RSSFR10,ToFr - SanFloriano Rudere Basso,Peronospora,63%,64%,57%,55%,61%,65%,62%
17165,RSSPB18,Pb -  Rudere Basso,Oidium,47%,47%,52%,48%,52%,40%,46%
17165,RSSPB18,Pb -  Rudere Basso,Peronospora,53%,53%,48%,52%,48%,60%,54%
17179,ABERVER10,Ver-Nimis2 Estirpato 2017,Oidium,49%,34%,31%,33%,32%,33%,34%
17179,ABERVER10,Ver-Nimis2 Estirpato 2017,Peronospora,51%,66%,69%,67%,68%,67%,66%
17184,ABERSV01,Sv-Nimis,Oidium,46%,33%,32%,31%,28%,32%,35%
17184,ABERSV01,Sv-Nimis,Peronospora,54%,67%,68%,69%,72%,68%,65%
17190,ABERVER06,Ver - Casa,Oidium,37%,37%,33%,33%,43%,41%,39%
17190,ABERVER06,Ver - Casa,Peronospora,63%,63%,67%,67%,57%,59%,61%
17196,RSSPB19,Pb - SanFloriano ,Oidium,26%,31%,45%,32%,19%,22%,32%
17196,RSSPB19,Pb - SanFloriano ,Peronospora,74%,69%,55%,68%,81%,78%,68%
17198,COMPIC02,Pic - Sottocasa,Oidium,26%,31%,44%,30%,19%,22%,32%
17198,COMPIC02,Pic - Sottocasa,Peronospora,74%,69%,56%,70%,81%,78%,68%
17202,COMSV05,Sv-ExPinotGrigio,Oidium,21%,27%,43%,30%,20%,18%,31%
17202,COMSV05,Sv-ExPinotGrigio,Peronospora,79%,73%,57%,70%,80%,82%,69%
17205,COMFRI01,ToFr-Cjucule,Oidium,24%,26%,41%,28%,16%,19%,29%
17205,COMFRI01,ToFr-Cjucule,Peronospora,76%,74%,59%,72%,84%,81%,71%
17215,ABERRF02,Ref-Motta,Oidium,40%,35%,46%,43%,39%,44%,42%
17215,ABERRF02,Ref-Motta,Peronospora,60%,65%,54%,57%,61%,56%,58%
17227,COMMAL03,Mal-Cjucule,Oidium,23%,27%,42%,27%,16%,17%,31%
17227,COMMAL03,Mal-Cjucule,Peronospora,77%,73%,58%,73%,84%,83%,69%
17232,ABERMR01,Mer-Motta,Oidium,38%,34%,47%,43%,40%,43%,41%
17232,ABERMR01,Mer-Motta,Peronospora,62%,66%,53%,57%,60%,57%,59%
17237,ABERVER03,Ver-LisCampanellis,Oidium,44%,40%,30%,35%,34%,40%,36%
17237,ABERVER03,Ver-LisCampanellis,Peronospora,56%,60%,70%,65%,66%,60%,64%
17266,ABERCF01,Cf-Motta,Oidium,41%,34%,26%,30%,31%,31%,32%
17266,ABERCF01,Cf-Motta,Peronospora,59%,66%,74%,70%,69%,69%,68%
17371,ABERVER08,Ver-GildoAlto,Oidium,42%,33%,27%,33%,33%,38%,32%
17371,ABERVER08,Ver-GildoAlto,Peronospora,58%,67%,73%,67%,67%,62%,68%
17381,COMCHA01,Ch-Sotlamont,Oidium,33%,32%,37%,35%,27%,23%,40%
17381,COMCHA01,Ch-Sotlamont,Peronospora,67%,68%,63%,65%,73%,77%,60%
17386,ABERVER07,Ver-GildoBasso,Oidium,40%,38%,43%,42%,30%,26%,41%
17386,ABERVER07,Ver-GildoBasso,Peronospora,60%,62%,57%,58%,70%,74%,59%
17387,ABERCH01,Ch-Affitto,Oidium,40%,38%,43%,42%,30%,26%,41%
17387,ABERCH01,Ch-Affitto,Peronospora,60%,62%,57%,58%,70%,74%,59%
17396,BDVTC02,ToFr-Modolett,Oidium,36%,32%,39%,38%,37%,35%,30%
17396,BDVTC02,ToFr-Modolett,Peronospora,64%,68%,61%,62%,63%,65%,70%
17540,RSSCHA20,Cha - Belvedere Sotto,Oidium,39%,36%,36%,40%,34%,27%,38%
17540,RSSCHA20,Cha - Belvedere Sotto,Peronospora,61%,64%,64%,60%,66%,73%,62%
17559,RSSCHA21,Cha - Belvedere Sopra,Oidium,55%,48%,38%,43%,40%,28%,20%
17559,RSSCHA21,Cha - Belvedere Sopra,Peronospora,45%,52%,62%,57%,60%,72%,80%
17568,COMFRI02,ToFr-Sotlamont,Oidium,34%,27%,26%,34%,31%,27%,28%
17568,COMFRI02,ToFr-Sotlamont,Peronospora,66%,73%,74%,66%,69%,73%,72%
17570,BDVPG01,Pg-Modolet,Oidium,40%,44%,38%,27%,21%,12%,16%
17570,BDVPG01,Pg-Modolet,Peronospora,60%,56%,62%,73%,79%,88%,84%
17575,BDVPB01,Pb-Modolet,Oidium,18%,21%,15%,16%,13%,17%,22%
17575,BDVPB01,Pb-Modolet,Peronospora,82%,79%,85%,84%,87%,83%,78%
17702,RSSPG28,Rib - Vecchia Bosco,Oidium,45%,43%,44%,44%,45%,42%,43%
17702,RSSPG28,Rib - Vecchia Bosco,Peronospora,55%,57%,56%,56%,55%,58%,57%
17868,BDVTC03,ToFr-Modolet,Oidium,42%,29%,37%,40%,35%,39%,36%
17868,BDVTC03,ToFr-Modolet,Peronospora,58%,71%,63%,60%,65%,61%,64%
18215,BDVMR01,Mer-Fratta,Oidium,52%,55%,64%,60%,49%,54%,57%
18215,BDVMR01,Mer-Fratta,Peronospora,48%,45%,36%,40%,51%,46%,43%
18216,BDVMR02,Mer-Fratta1,Oidium,54%,57%,62%,58%,48%,54%,56%
18216,BDVMR02,Mer-Fratta1,Peronospora,46%,43%,38%,42%,52%,46%,44%
18233,BDVCF01,Cf-Fratta,Oidium,18%,15%,29%,37%,37%,23%,29%
18233,BDVCF01,Cf-Fratta,Peronospora,82%,85%,71%,63%,63%,77%,71%
18243,BDVCAR01,Car-Fratta01,Oidium,24%,21%,29%,41%,41%,24%,31%
18243,BDVCAR01,Car-Fratta01,Peronospora,76%,79%,71%,59%,59%,76%,69%
18254,BDVMR03,Mer-Fratta2,Oidium,46%,50%,52%,50%,44%,35%,37%
18254,BDVMR03,Mer-Fratta2,Peronospora,54%,50%,48%,50%,56%,65%,63%
18262,BDVCAR02,Car-Fratta02,Oidium,46%,50%,58%,44%,59%,57%,58%
18262,BDVCAR02,Car-Fratta02,Peronospora,54%,50%,42%,56%,41%,43%,42%
